 DEPTH          GR                SP              CAL            LLD             LLS             AC                DEN           CNL
2603.750    127.5657     -73.6320     23.4740     17.8503      18.9475      221.8770      2.5320       18.6210   
2603.875    114.8913     -73.6010     23.4620     19.9234      21.0838      218.0620      2.5330       16.9180   
2604.000    102.2169     -73.5310     23.4740     23.9694      25.0945      213.6310      2.5350       15.1800   
2604.125    90.4813      -73.4370     23.4620     30.3037      31.3361      209.9380      2.5360       14.0890   
2604.250    86.4912      -73.3260     23.4740     35.4228      36.3943      207.7080      2.5430       13.4750   
2604.375    84.4962      -73.2060     23.4740     39.0677      40.1013      206.8770      2.5450       13.4750   
2604.500    84.4962      -73.0740     23.4860     39.3638      40.6450      206.8000      2.5390       13.7140   
2604.625    85.9044      -72.9430     23.4740     37.3589      39.2497      206.6460      2.5300       13.9400   
2604.750    88.1342      -72.7980     23.4740     35.6793      38.4079      206.0920      2.5230       13.9730   
2604.875    90.9507      -72.6420     23.4620     35.2094      38.6657      205.6610      2.5040       13.8350   
2605.000    93.2978      -72.4840     23.4740     35.8866      38.9183      206.6000      2.4710       14.2930   
2605.125    95.4102      -72.3300     23.4740     35.7385      37.3587      209.6920      2.4230       15.1770   
2605.250    98.6962      -72.1650     23.4740     32.1775      33.0323      214.4000      2.3170       17.1460   
2605.375    102.9210     -71.9900     23.4740     24.7528      25.6682      220.3540      2.1920       19.6290   
2605.500    107.4979     -71.8210     23.4740     19.1620      20.2770      227.7540      2.0300       21.5620   
2605.625    113.3657     -71.6650     23.4860     15.3946      16.4781      236.9850      1.9530       23.3110   
2605.750    117.1210     -71.5200     23.4980     13.3339      14.2720      246.8920      1.8810       25.3450   
2605.875    121.2285     -71.3870     23.5090     11.3676      12.1383      256.2000      1.7870       26.9520   
2606.000    124.6318     -71.2690     23.5450     10.0615      10.7617      263.8460      1.7400       27.2610   
2606.125    128.0351     -71.1630     23.5800     9.1479       9.8542       268.7850      1.6740       27.5880   
2606.250    131.4384     -71.0860     23.7570     9.0996       9.8190       269.1540      1.6790       27.1930   
2606.375    131.0864     -71.0540     24.0620     9.9332       10.6200      265.9850      1.7090       26.9070   
2606.500    129.4434     -71.0690     23.9680     11.2413      11.8532      262.1850      1.7580       28.5490   
2606.625    128.6219     -71.1240     23.8040     12.7898      13.3080      262.5230      1.7640       32.1260   
2606.750    128.6219     -71.2160     23.5330     13.4447      13.9444      268.7380      1.6960       36.1520   
2606.875    128.8566     -71.3360     23.8620     13.2664      13.7933      279.8610      1.6550       39.2180   
2607.000    127.3310     -71.4730     24.7680     12.7948      13.2892      290.0920      1.6410       40.4200   
2607.125    127.5657     -71.6110     25.4390     12.4090      12.7660      294.7380      1.6570       38.9600   
2607.250    130.9690     -71.7510     25.1450     12.4202      12.6270      293.3540      1.6710       36.6900   
2607.375    136.1327     -71.8720     24.0980     12.4926      12.5552      288.4000      1.6890       37.0930   
2607.500    139.3013     -71.9450     23.3560     11.9685      11.9688      281.6460      1.6110       39.4030   
2607.625    140.0054     -71.9560     23.4980     10.7051      10.6996      277.2610      1.5270       43.2440   
2607.750    137.1889     -71.9090     23.7570     9.7412       9.7473       277.3380      1.4380       46.7000   
2607.875    134.0203     -71.8150     23.8980     9.2715       9.2710       276.8000      1.4250       48.2790   
2608.000    132.8467     -71.7180     24.0620     9.4160       9.3823       270.4310      1.4340       46.3850   
2608.125    134.8418     -71.6520     24.7330     10.1531      10.0367      260.3380      1.4730       43.4990   
2608.250    140.7095     -71.6290     24.6270     11.1970      10.9666      251.3690      1.5470       40.5750   
2608.375    143.9955     -71.6540     24.3920     12.3952      12.0145      246.5380      1.6190       40.0170   
2608.500    145.8732     -71.6970     23.6040     12.8368      12.3606      248.5850      1.7100       42.6580   
2608.625    142.2352     -71.7180     23.6860     12.3908      11.9002      258.4310      1.7720       46.1490   
2608.750    138.0104     -71.6840     24.7680     11.3952      11.0027      271.2610      1.8020       50.2790   
2608.875    134.9591     -71.5970     26.1450     10.0053      9.7878       282.0460      1.8330       53.4730   
2609.000    134.0203     -71.4720     27.4510     9.0340       8.9028       290.2310      1.8260       54.7450   
2609.125    136.3674     -71.3210     27.7100     8.3701       8.2243       297.2460      1.7780       54.5160   
2609.250    139.8881     -71.1750     27.5340     8.0608       7.8661       303.7850      1.7680       54.7470   
2609.375    141.8831     -71.0620     27.5100     7.8627       7.6262       310.4770      1.7590       56.5480   
2609.500    140.0054     -71.0000     27.9100     7.7942       7.5468       316.3380      1.7400       57.8670   
2609.625    133.5509     -70.9870     27.6630     7.8741       7.6348       317.9080      1.7280       58.5170   
2609.750    129.3260     -71.0220     27.8630     8.1716       7.9340       309.9080      1.7040       56.9880   
2609.875    127.6831     -71.0960     27.8510     8.8495       8.5801       292.8920      1.6580       54.0870   
2610.000    132.0252     -71.1930     29.0990     9.7042       9.3656       271.9230      1.6140       49.2730   
2610.125    137.7757     -71.2890     29.2990     10.9637      10.5064      252.7080      1.5530       45.3310   
2610.250    145.7559     -71.3680     27.7810     12.2049      11.6405      238.4770      1.5450       41.9770   
2610.375    150.3327     -71.4230     25.4270     13.5536      12.8864      232.8310      1.5380       40.5120   
2610.500    153.3840     -71.4700     23.3800     14.3173      13.5912      236.4770      1.5490       40.1850   
2610.625    152.6798     -71.5130     22.7920     14.2756      13.5486      248.3540      1.5940       42.4160   
2610.750    148.8071     -71.5500     22.6970     13.1366      12.5007      263.6150      1.6220       45.8970   
2610.875    143.0567     -71.5790     22.7330     11.0469      10.5982      278.7230      1.6680       50.2860   
2611.000    138.3624     -71.6070     22.9800     9.5841       9.2969       290.1230      1.6920       53.3510   
2611.125    137.4236     -71.6310     24.0390     8.9041       8.7336       293.6310      1.7570       53.5000   
2611.250    143.6434     -71.6610     25.3330     9.0477       8.8902       286.0310      1.8300       49.4550   
2611.375    151.6236     -71.7250     26.6280     10.1725      9.9426       271.7080      1.9070       43.9620   
2611.500    158.0782     -71.8420     25.6630     12.2512      11.9280      256.2770      2.0530       37.9250   
2611.625    159.9559     -71.9960     24.4630     14.9752      14.5654      245.0920      2.0810       34.0550   
2611.750    158.1956     -72.1400     23.1090     15.9844      15.5513      241.7540      2.0580       33.3660   
2611.875    156.7873     -72.2330     23.2270     15.1344      14.7310      246.9000      1.9490       35.6090   
2612.000    152.0931     -72.2460     23.3800     13.6314      13.2679      256.9690      1.8120       40.6730   
2612.125    147.6335     -72.1710     23.8040     11.8387      11.5218      267.6690      1.6720       45.9000   
2612.250    140.7096     -72.0240     24.2980     10.4163      10.1519      276.8770      1.6510       50.8930   
2612.375    136.2500     -71.8570     24.8040     9.2115       9.0161       281.9230      1.6420       54.3010   
2612.500    133.4335     -71.7140     25.8750     8.8342       8.6827       280.1000      1.6670       53.2810   
2612.625    134.3723     -71.6200     27.6870     9.2950       9.1071       271.8460      1.6950       48.6580   
2612.750    137.4236     -71.5880     30.3460     10.3724      10.0094      261.0080      1.7130       42.4250   
2612.875    141.1790     -71.6270     29.0990     12.3526      11.6659      249.4770      1.7210       35.6010   
2613.000    144.9344     -71.7270     26.6980     14.6660      13.7306      239.6620      1.7580       30.1540   
2613.125    146.6947     -71.8640     23.3920     17.2565      16.2355      234.5230      1.8170       28.1790   
2613.250    148.1030     -72.0240     23.1560     18.3244      17.4939      234.4770      1.8640       27.5400   
2613.375    151.0369     -72.2010     23.1560     18.0053      17.5600      237.2150      1.9210       28.5050   
2613.500    152.3278     -72.3770     23.1450     17.1667      16.9163      240.4610      1.9120       29.9170   
2613.625    153.7361     -72.5370     23.1560     16.3017      16.0045      242.7690      1.8400       30.2680   
2613.750    151.8584     -72.6780     23.2740     15.8746      15.4274      244.0080      1.8180       30.3750   
2613.875    152.2104     -72.7980     23.4510     15.7511      15.1020      245.2150      1.7970       30.9360   
2614.000    151.9757     -72.8920     23.6860     15.7591      14.9191      247.2230      1.7890       33.1500   
2614.125    152.6798     -72.9480     23.9090     15.6240      14.5908      250.4310      1.7940       36.4750   
2614.250    149.2765     -72.9600     24.2270     15.2349      14.1209      255.2310      1.7780       39.9930   
2614.375    145.8732     -72.9430     24.8980     14.6686      13.5503      259.4540      1.7930       42.4510   
2614.500    143.6435     -72.9300     26.1100     14.5022      13.3859      260.3850      1.8490       42.2360   
2614.625    146.2253     -72.9430     27.3570     15.2214      14.0779      257.0080      1.9340       39.2890   
2614.750    147.8683     -72.9940     27.7340     16.9014      15.7336      249.7380      2.0960       34.8500   
2614.875    146.2253     -73.0930     26.5220     20.3041      19.0647      239.2920      2.2170       30.8930   
2615.000    139.3013     -73.2280     25.1100     24.4362      23.0196      229.3850      2.3530       27.8670   
2615.125    133.1988     -73.3560     24.1570     29.8184      28.0596      220.8610      2.4220       26.4800   
2615.250    130.4996     -73.4560     24.1450     33.8332      31.7429      213.3080      2.4580       25.6580   
2615.375    130.2649     -73.5160     24.1450     37.0424      34.4489      206.4310      2.4480       24.8880   
2615.500    129.6781     -73.5270     24.1450     38.6109      35.3157      201.9380      2.3980       24.8030   
2615.625    127.0963     -73.4800     24.1570     37.7955      33.7750      201.2310      2.3200       25.9400   
2615.750    124.7492     -73.3880     24.1680     33.1202      29.2540      207.8310      2.1840       30.0570   
2615.875    124.0450     -73.2620     24.2040     24.4660      21.6663      224.2150      1.9920       36.2080   
2616.000    124.2798     -73.1330     24.4980     17.8658      16.0192      250.0610      1.7250       43.7450   
2616.125    126.3922     -73.0050     25.3570     13.2123      12.0614      279.8310      1.6590       50.4860   
2616.250    129.4434     -72.8810     26.5920     10.9655      10.1813      308.1230      1.6110       56.6060   
2616.375    135.1938     -72.7610     27.8990     9.4316       8.9314       331.5380      1.6100       59.7970   
2616.500    140.7096     -72.6520     28.0280     8.7036       8.3560       347.9540      1.6550       61.3080   
2616.625    145.9906     -72.5430     27.7460     8.1814       7.9489       356.4000      1.6830       61.6840   
2616.750    145.4038     -72.4430     26.9810     7.8998       7.7354       358.7540      1.7050       62.3750   
2616.875    142.8220     -72.3640     26.8400     7.6786       7.5867       356.2000      1.7350       62.4800   
2617.000    137.1889     -72.3020     26.7100     7.5843       7.5624       348.4000      1.7560       60.7490   
2617.125    134.4897     -72.2440     27.1930     7.5891       7.6550       336.0000      1.7510       58.7550   
2617.250    133.6682     -72.2100     27.9930     7.6932       7.8219       320.7690      1.7370       56.2160   
2617.375    134.9591     -72.2180     28.6280     7.9492       8.1087       304.7080      1.7390       53.1880   
2617.500    134.4897     -72.2680     29.3460     8.3056       8.4368       289.4620      1.7570       50.9720   
2617.625    133.7856     -72.3620     29.4870     8.8685       8.8882       277.6310      1.7890       50.4480   
2617.750    130.4996     -72.4960     29.3110     9.4394       9.2954       269.2770      1.8150       50.0740   
2617.875    130.0302     -72.6380     28.7580     10.0931      9.7400       263.3150      1.8390       50.6610   
2618.000    128.2698     -72.7700     29.0400     10.5323      10.0638      260.0460      1.8250       52.7980   
2618.125    126.6269     -72.9000     29.8870     10.7393      10.2427      259.7460      1.7900       56.3780   
2618.250    123.8103     -73.0350     30.2640     10.5546      10.0874      260.9080      1.7560       59.7610   
2618.375    122.2847     -73.1700     29.1580     10.2338      9.7856       263.0770      1.7130       60.3580   
2618.500    123.5756     -73.3260     28.4280     10.3767      9.8701       263.4610      1.6960       59.1550   
2618.625    126.3922     -73.5230     28.3220     11.3774      10.6367      260.3540      1.7160       55.3300   
2618.750    133.7856     -73.7790     29.9580     12.8875      11.7637      254.0150      1.7510       49.3490   
2618.875    140.3575     -74.1000     28.2750     15.3442      13.7119      245.6610      1.7930       43.9000   
2619.000    148.1030     -74.4870     26.1810     18.0228      16.1368      236.0310      1.8260       40.7680   
2619.125    153.1493     -74.8950     23.2510     21.0796      19.1900      229.4850      1.8610       39.2470   
2619.250    157.1394     -75.2880     23.1680     22.7171      20.9435      226.4310      1.9230       38.8090   
2619.375    155.4964     -75.6490     23.1560     23.5305      21.8717      225.7000      2.0310       38.2300   
2619.500    151.3889     -76.0940     23.5800     24.2751      22.6243      225.9850      2.1680       37.5550   
2619.625    147.2815     -76.6280     23.5330     25.7128      23.9965      226.5230      2.2900       36.7560   
2619.750    145.4038     -77.2290     23.4740     27.1053      25.3813      226.0000      2.4010       35.0910   
2619.875    147.2815     -77.8600     23.5680     28.4929      26.8851      225.0150      2.5050       33.6240   
2620.000    147.2815     -77.8600     23.5680     28.4929      26.8851      225.0150      2.5050       33.6240   
2620.125    126.9789     -73.7340     23.5330     17.4141      17.8663      226.9080      2.1450       21.5470   
2620.250    123.4583     -73.7810     23.4980     19.6734      20.3601      223.3540      2.1710       18.8250   
2620.375    121.6979     -73.7790     23.4860     21.6705      22.3585      221.8310      2.2400       17.5690   
2620.500    118.5293     -73.7450     23.4860     23.1055      23.6422      222.1540      2.3980       17.7270   
2620.625    120.2896     -73.6940     23.4860     22.4016      22.8100      224.0920      2.4810       19.2380   
2620.750    121.6979     -73.6590     23.4860     19.6191      19.9580      227.1380      2.5360       21.0890   
2620.875    127.0963     -73.6630     23.4860     17.0992      17.4159      230.1540      2.5530       22.6540   
2621.000    132.0252     -73.7000     23.4860     15.1353      15.4402      231.8150      2.5510       23.7960   
2621.125    138.0104     -73.7550     23.4860     14.1993      14.4998      231.6150      2.5610       24.1370   
2621.250    139.0666     -73.8340     23.4860     13.9144      14.2192      229.8150      2.5680       23.9110   
2621.375    138.0104     -73.9110     23.4860     14.3675      14.6939      227.1080      2.5790       22.8050   
2621.500    130.0302     -73.9670     23.4860     15.8516      16.1606      224.0770      2.5920       21.2980   
2621.625    122.5194     -73.9970     23.4860     18.1192      18.2852      221.1380      2.5840       19.4640   
2621.750    111.7227     -74.0080     23.4860     21.2793      21.3005      218.8620      2.5700       17.6640   
2621.875    103.5078     -73.9800     23.4740     23.4202      23.6488      217.4620      2.5500       16.3770   
2622.000    97.7574      -73.9290     23.4620     24.5710      25.3735      217.2000      2.5290       16.2150   
2622.125    97.7574      -73.8670     23.4620     24.5312      25.7272      218.1540      2.5090       16.3260   
2622.250    100.9260     -73.8050     23.4740     23.5738      24.9210      220.5230      2.4850       17.1640   
2622.375    106.0896     -73.7380     23.4860     22.0057      23.3565      223.4460      2.4740       18.0480   
2622.500    111.0186     -73.6630     23.4860     19.7703      21.1049      226.2150      2.4580       18.8360   
2622.625    113.6004     -73.5740     23.4860     18.0585      19.3881      227.8770      2.4200       19.1150   
2622.750    113.6004     -73.4730     23.4740     17.7257      19.0532      227.8150      2.3920       19.1440   
2622.875    110.3144     -73.3810     23.4740     18.7293      20.0172      225.5230      2.3630       18.4080   
2623.000    106.9111     -73.3300     23.4740     20.0501      21.2314      222.8310      2.3720       17.6000   
2623.125    104.4466     -73.3340     23.4860     21.3224      22.3097      221.0310      2.4060       17.1380   
2623.250    107.3805     -73.3880     23.4860     21.5881      22.4035      220.7690      2.4500       17.6230   
2623.375    113.9525     -73.4710     23.4980     20.7419      21.4467      221.7540      2.4870       18.4810   
2623.500    124.2797     -73.5550     23.4980     19.3705      20.1281      223.3690      2.5250       19.2230   
2623.625    128.5045     -73.6160     23.4860     17.9772      18.9256      223.7230      2.5330       19.4440   
2623.750    127.5657     -73.6320     23.4740     17.8503      18.9475      221.8770      2.5320       18.6210   
2623.875    114.8913     -73.6010     23.4620     19.9234      21.0838      218.0620      2.5330       16.9180   
2624.000    102.2169     -73.5310     23.4740     23.9694      25.0945      213.6310      2.5350       15.1800   
2624.125    90.4813      -73.4370     23.4620     30.3037      31.3361      209.9380      2.5360       14.0890   
2624.250    86.4912      -73.3260     23.4740     35.4228      36.3943      207.7080      2.5430       13.4750   
2624.375    84.4962      -73.2060     23.4740     39.0677      40.1013      206.8770      2.5450       13.4750   
2624.500    84.4962      -73.0740     23.4860     39.3638      40.6450      206.8000      2.5390       13.7140   
2624.625    85.9044      -72.9430     23.4740     37.3589      39.2497      206.6460      2.5300       13.9400   
2624.750    88.1342      -72.7980     23.4740     35.6793      38.4079      206.0920      2.5230       13.9730   
2624.875    90.9507      -72.6420     23.4620     35.2094      38.6657      205.6610      2.5040       13.8350   
2625.000    93.2978      -72.4840     23.4740     35.8866      38.9183      206.6000      2.4710       14.2930   
2625.125    95.4102      -72.3300     23.4740     35.7385      37.3587      209.6920      2.4230       15.1770   
2625.250    98.6962      -72.1650     23.4740     32.1775      33.0323      214.4000      2.3170       17.1460   
2625.375    102.9210     -71.9900     23.4740     24.7528      25.6682      220.3540      2.1920       19.6290   
2625.500    107.4979     -71.8210     23.4740     19.1620      20.2770      227.7540      2.0300       21.5620   
2625.625    113.3657     -71.6650     23.4860     15.3946      16.4781      236.9850      1.9530       23.3110   
2625.750    117.1210     -71.5200     23.4980     13.3339      14.2720      246.8920      1.8810       25.3450   
2625.875    121.2285     -71.3870     23.5090     11.3676      12.1383      256.2000      1.7870       26.9520   
2626.000    124.6318     -71.2690     23.5450     10.0615      10.7617      263.8460      1.7400       27.2610   
2626.125    128.0351     -71.1630     23.5800     9.1479       9.8542       268.7850      1.6740       27.5880   
2626.250    131.4384     -71.0860     23.7570     9.0996       9.8190       269.1540      1.6790       27.1930   
2626.375    131.0864     -71.0540     24.0620     9.9332       10.6200      265.9850      1.7090       26.9070   
2626.500    129.4434     -71.0690     23.9680     11.2413      11.8532      262.1850      1.7580       28.5490   
2626.625    128.6219     -71.1240     23.8040     12.7898      13.3080      262.5230      1.7640       32.1260   
2626.750    128.6219     -71.2160     23.5330     13.4447      13.9444      268.7380      1.6960       36.1520   
2626.875    128.8566     -71.3360     23.8620     13.2664      13.7933      279.8610      1.6550       39.2180   
2627.000    127.3310     -71.4730     24.7680     12.7948      13.2892      290.0920      1.6410       40.4200   
2627.125    127.5657     -71.6110     25.4390     12.4090      12.7660      294.7380      1.6570       38.9600   
2627.250    130.9690     -71.7510     25.1450     12.4202      12.6270      293.3540      1.6710       36.6900   
2627.375    136.1327     -71.8720     24.0980     12.4926      12.5552      288.4000      1.6890       37.0930   
2627.500    139.3013     -71.9450     23.3560     11.9685      11.9688      281.6460      1.6110       39.4030   
2627.625    140.0054     -71.9560     23.4980     10.7051      10.6996      277.2610      1.5270       43.2440   
2627.750    137.1889     -71.9090     23.7570     9.7412       9.7473       277.3380      1.4380       46.7000   
2627.875    134.0203     -71.8150     23.8980     9.2715       9.2710       276.8000      1.4250       48.2790   
2628.000    132.8467     -71.7180     24.0620     9.4160       9.3823       270.4310      1.4340       46.3850   
2628.125    134.8418     -71.6520     24.7330     10.1531      10.0367      260.3380      1.4730       43.4990   
2628.250    140.7095     -71.6290     24.6270     11.1970      10.9666      251.3690      1.5470       40.5750   
2628.375    143.9955     -71.6540     24.3920     12.3952      12.0145      246.5380      1.6190       40.0170   
2628.500    145.8732     -71.6970     23.6040     12.8368      12.3606      248.5850      1.7100       42.6580   
2628.625    142.2352     -71.7180     23.6860     12.3908      11.9002      258.4310      1.7720       46.1490   
2628.750    138.0104     -71.6840     24.7680     11.3952      11.0027      271.2610      1.8020       50.2790   
2628.875    134.9591     -71.5970     26.1450     10.0053      9.7878       282.0460      1.8330       53.4730   
2629.000    134.0203     -71.4720     27.4510     9.0340       8.9028       290.2310      1.8260       54.7450   
2629.125    136.3674     -71.3210     27.7100     8.3701       8.2243       297.2460      1.7780       54.5160   
2629.250    139.8881     -71.1750     27.5340     8.0608       7.8661       303.7850      1.7680       54.7470   
2629.375    141.8831     -71.0620     27.5100     7.8627       7.6262       310.4770      1.7590       56.5480   
2629.500    140.0054     -71.0000     27.9100     7.7942       7.5468       316.3380      1.7400       57.8670   
2629.625    133.5509     -70.9870     27.6630     7.8741       7.6348       317.9080      1.7280       58.5170   
2629.750    129.3260     -71.0220     27.8630     8.1716       7.9340       309.9080      1.7040       56.9880   
2629.875    127.6831     -71.0960     27.8510     8.8495       8.5801       292.8920      1.6580       54.0870   
2630.000    132.0252     -71.1930     29.0990     9.7042       9.3656       271.9230      1.6140       49.2730   
2630.125    137.7757     -71.2890     29.2990     10.9637      10.5064      252.7080      1.5530       45.3310   
2630.250    145.7559     -71.3680     27.7810     12.2049      11.6405      238.4770      1.5450       41.9770   
2630.375    150.3327     -71.4230     25.4270     13.5536      12.8864      232.8310      1.5380       40.5120   
2630.500    153.3840     -71.4700     23.3800     14.3173      13.5912      236.4770      1.5490       40.1850   
2630.625    152.6798     -71.5130     22.7920     14.2756      13.5486      248.3540      1.5940       42.4160   
2630.750    148.8071     -71.5500     22.6970     13.1366      12.5007      263.6150      1.6220       45.8970   
2630.875    143.0567     -71.5790     22.7330     11.0469      10.5982      278.7230      1.6680       50.2860   
2631.000    138.3624     -71.6070     22.9800     9.5841       9.2969       290.1230      1.6920       53.3510   
2631.125    137.4236     -71.6310     24.0390     8.9041       8.7336       293.6310      1.7570       53.5000   
2631.250    143.6434     -71.6610     25.3330     9.0477       8.8902       286.0310      1.8300       49.4550   
2631.375    151.6236     -71.7250     26.6280     10.1725      9.9426       271.7080      1.9070       43.9620   
2631.500    158.0782     -71.8420     25.6630     12.2512      11.9280      256.2770      2.0530       37.9250   
2631.625    159.9559     -71.9960     24.4630     14.9752      14.5654      245.0920      2.0810       34.0550   
2631.750    158.1956     -72.1400     23.1090     15.9844      15.5513      241.7540      2.0580       33.3660   
2631.875    156.7873     -72.2330     23.2270     15.1344      14.7310      246.9000      1.9490       35.6090   
2632.000    152.0931     -72.2460     23.3800     13.6314      13.2679      256.9690      1.8120       40.6730   
2632.125    147.6335     -72.1710     23.8040     11.8387      11.5218      267.6690      1.6720       45.9000   
2632.250    140.7096     -72.0240     24.2980     10.4163      10.1519      276.8770      1.6510       50.8930   
2632.375    136.2500     -71.8570     24.8040     9.2115       9.0161       281.9230      1.6420       54.3010   
2632.500    133.4335     -71.7140     25.8750     8.8342       8.6827       280.1000      1.6670       53.2810   
2632.625    134.3723     -71.6200     27.6870     9.2950       9.1071       271.8460      1.6950       48.6580   
2632.750    137.4236     -71.5880     30.3460     10.3724      10.0094      261.0080      1.7130       42.4250   
2632.875    141.1790     -71.6270     29.0990     12.3526      11.6659      249.4770      1.7210       35.6010   
2633.000    144.9344     -71.7270     26.6980     14.6660      13.7306      239.6620      1.7580       30.1540   
2633.125    146.6947     -71.8640     23.3920     17.2565      16.2355      234.5230      1.8170       28.1790   
2633.250    148.1030     -72.0240     23.1560     18.3244      17.4939      234.4770      1.8640       27.5400   
2633.375    151.0369     -72.2010     23.1560     18.0053      17.5600      237.2150      1.9210       28.5050   
2633.500    152.3278     -72.3770     23.1450     17.1667      16.9163      240.4610      1.9120       29.9170   
2633.625    153.7361     -72.5370     23.1560     16.3017      16.0045      242.7690      1.8400       30.2680   
2633.750    151.8584     -72.6780     23.2740     15.8746      15.4274      244.0080      1.8180       30.3750   
2633.875    152.2104     -72.7980     23.4510     15.7511      15.1020      245.2150      1.7970       30.9360   
2634.000    151.9757     -72.8920     23.6860     15.7591      14.9191      247.2230      1.7890       33.1500   
2634.125    152.6798     -72.9480     23.9090     15.6240      14.5908      250.4310      1.7940       36.4750   
2634.250    149.2765     -72.9600     24.2270     15.2349      14.1209      255.2310      1.7780       39.9930   
2634.375    145.8732     -72.9430     24.8980     14.6686      13.5503      259.4540      1.7930       42.4510   
2634.500    143.6435     -72.9300     26.1100     14.5022      13.3859      260.3850      1.8490       42.2360   
2634.625    146.2253     -72.9430     27.3570     15.2214      14.0779      257.0080      1.9340       39.2890   
2634.750    147.8683     -72.9940     27.7340     16.9014      15.7336      249.7380      2.0960       34.8500   
2634.875    146.2253     -73.0930     26.5220     20.3041      19.0647      239.2920      2.2170       30.8930   
2635.000    139.3013     -73.2280     25.1100     24.4362      23.0196      229.3850      2.3530       27.8670   
2635.125    133.1988     -73.3560     24.1570     29.8184      28.0596      220.8610      2.4220       26.4800   
2635.250    130.4996     -73.4560     24.1450     33.8332      31.7429      213.3080      2.4580       25.6580   
2635.375    130.2649     -73.5160     24.1450     37.0424      34.4489      206.4310      2.4480       24.8880   
2635.500    129.6781     -73.5270     24.1450     38.6109      35.3157      201.9380      2.3980       24.8030   
2635.625    127.0963     -73.4800     24.1570     37.7955      33.7750      201.2310      2.3200       25.9400   
2635.750    124.7492     -73.3880     24.1680     33.1202      29.2540      207.8310      2.1840       30.0570   
2635.875    124.0450     -73.2620     24.2040     24.4660      21.6663      224.2150      1.9920       36.2080   
2636.000    124.2798     -73.1330     24.4980     17.8658      16.0192      250.0610      1.7250       43.7450   
2636.125    126.3922     -73.0050     25.3570     13.2123      12.0614      279.8310      1.6590       50.4860   
2636.250    129.4434     -72.8810     26.5920     10.9655      10.1813      308.1230      1.6110       56.6060   
2636.375    135.1938     -72.7610     27.8990     9.4316       8.9314       331.5380      1.6100       59.7970   
2636.500    140.7096     -72.6520     28.0280     8.7036       8.3560       347.9540      1.6550       61.3080   
2636.625    145.9906     -72.5430     27.7460     8.1814       7.9489       356.4000      1.6830       61.6840   
2636.750    145.4038     -72.4430     26.9810     7.8998       7.7354       358.7540      1.7050       62.3750   
2636.875    142.8220     -72.3640     26.8400     7.6786       7.5867       356.2000      1.7350       62.4800   
2637.000    137.1889     -72.3020     26.7100     7.5843       7.5624       348.4000      1.7560       60.7490   
2637.125    134.4897     -72.2440     27.1930     7.5891       7.6550       336.0000      1.7510       58.7550   
2637.250    133.6682     -72.2100     27.9930     7.6932       7.8219       320.7690      1.7370       56.2160   
2637.375    134.9591     -72.2180     28.6280     7.9492       8.1087       304.7080      1.7390       53.1880   
2637.500    134.4897     -72.2680     29.3460     8.3056       8.4368       289.4620      1.7570       50.9720   
2637.625    133.7856     -72.3620     29.4870     8.8685       8.8882       277.6310      1.7890       50.4480   
2637.750    130.4996     -72.4960     29.3110     9.4394       9.2954       269.2770      1.8150       50.0740   
2637.875    130.0302     -72.6380     28.7580     10.0931      9.7400       263.3150      1.8390       50.6610   
2638.000    128.2698     -72.7700     29.0400     10.5323      10.0638      260.0460      1.8250       52.7980   
2638.125    126.6269     -72.9000     29.8870     10.7393      10.2427      259.7460      1.7900       56.3780   
2638.250    123.8103     -73.0350     30.2640     10.5546      10.0874      260.9080      1.7560       59.7610   
2638.375    122.2847     -73.1700     29.1580     10.2338      9.7856       263.0770      1.7130       60.3580   
2638.500    123.5756     -73.3260     28.4280     10.3767      9.8701       263.4610      1.6960       59.1550   
2638.625    126.3922     -73.5230     28.3220     11.3774      10.6367      260.3540      1.7160       55.3300   
2638.750    133.7856     -73.7790     29.9580     12.8875      11.7637      254.0150      1.7510       49.3490   
2638.875    140.3575     -74.1000     28.2750     15.3442      13.7119      245.6610      1.7930       43.9000   
2639.000    148.1030     -74.4870     26.1810     18.0228      16.1368      236.0310      1.8260       40.7680   
2639.125    153.1493     -74.8950     23.2510     21.0796      19.1900      229.4850      1.8610       39.2470   
2639.250    157.1394     -75.2880     23.1680     22.7171      20.9435      226.4310      1.9230       38.8090   
2639.375    155.4964     -75.6490     23.1560     23.5305      21.8717      225.7000      2.0310       38.2300   
2639.500    151.3889     -76.0940     23.5800     24.2751      22.6243      225.9850      2.1680       37.5550   
2639.625    147.2815     -76.6280     23.5330     25.7128      23.9965      226.5230      2.2900       36.7560   
2639.750    145.4038     -77.2290     23.4740     27.1053      25.3813      226.0000      2.4010       35.0910   
2639.875    147.2815     -77.8600     23.5680     28.4929      26.8851      225.0150      2.5050       33.6240   
2640.000    147.2815     -77.8600     23.5680     28.4929      26.8851      225.0150      2.5050       33.6240 
