 DEPTH          GR                SP              CAL            LLD             LLS             AC                DEN           CNL
2566.625    130.2649     -87.8500     24.7330     30.8136      32.3485      233.7080      1.8880       31.0500   
2566.750    151.8584     -85.9630     26.4630     22.6715      24.2175      240.3850      1.7620       35.0310   
2566.875    167.1146     -84.3530     28.7460     17.8686      19.4000      245.9690      1.7400       37.0960   
2567.000    177.4419     -83.0390     29.9110     16.3192      17.8865      250.1850      1.7420       36.7350   
2567.125    178.3808     -81.9910     30.0640     15.8061      17.4898      252.9540      1.7890       36.2830   
2567.250    175.5642     -81.1560     29.1580     15.7476      17.5453      254.5690      1.8320       36.2850   
2567.375    173.2171     -80.4780     28.1930     15.6024      17.4911      255.8000      1.8680       36.1960   
2567.500    176.9725     -79.8970     27.5570     15.4693      17.3741      256.8460      1.8730       35.7200   
2567.625    181.4320     -79.3680     27.2980     15.3380      17.1891      257.7850      1.8750       35.3260   
2567.750    183.0750     -78.8580     27.3340     15.2325      17.0015      258.4920      1.8860       34.8880   
2567.875    179.6717     -78.3620     27.6160     15.1289      16.7728      259.0150      1.9160       34.5200   
2568.000    173.3344     -77.9110     28.0990     15.0855      16.5871      259.2310      1.9600       34.3520   
2568.125    169.1096     -77.5390     28.5810     15.2124      16.5048      258.7850      1.9950       34.6940   
2568.250    167.8187     -77.2780     28.7220     15.6054      16.6881      257.4150      2.0400       34.8500   
2568.375    167.9361     -77.1390     28.2750     16.4174      17.2509      255.4620      2.0780       34.3070   
2568.500    167.8188     -77.1110     27.3930     17.3127      17.9620      253.2310      2.1200       33.9930   
2568.625    164.5328     -77.1480     26.2040     18.3411      18.8256      251.1080      2.1580       33.9410   
2568.750    163.4766     -77.2180     25.4860     18.9924      19.3668      249.4310      2.1910       33.5100   
2568.875    163.4766     -77.2930     25.1570     19.3588      19.6267      248.6150      2.2090       33.5660   
2569.000    164.7675     -77.3490     25.2860     19.3913      19.5805      248.4770      2.2170       33.7800   
2569.125    166.2931     -77.3760     25.3690     19.2354      19.3078      248.8460      2.2210       34.2990   
2569.250    164.5328     -77.3850     25.2510     19.0534      18.9590      249.3230      2.2230       34.6340   
2569.375    161.5989     -77.3850     25.1100     18.8469      18.5561      249.3230      2.2270       34.9230   
2569.500    159.3691     -77.3680     25.0040     18.6370      18.3198      248.2460      2.2340       34.2340   
2569.625    158.1956     -77.3400     25.1220     18.7460      18.4822      245.9080      2.2600       33.1070   
2569.750    159.9559     -77.3230     25.4860     19.6851      19.2912      242.1230      2.3030       31.0470   
2569.875    161.2468     -77.3340     25.4270     21.7791      21.0221      237.6610      2.3810       28.9110   
2570.000    160.0733     -77.3830     25.2040     23.9029      22.8933      234.1380      2.4400       27.3130   
2570.125    158.8997     -77.4620     24.7330     25.8947      24.7659      232.6620      2.5010       26.3760   
2570.250    158.4303     -77.5730     24.5800     26.5942      25.4111      233.2920      2.5140       26.4040   
2570.375    162.3030     -77.6930     24.5800     26.0398      24.7868      235.7690      2.5180       27.1430   
2570.500    164.2981     -77.8120     24.5800     24.7302      23.4344      239.0460      2.5260       27.8180   
2570.625    163.7113     -77.9190     24.5570     23.0765      21.7394      241.5850      2.5270       28.1690   
2570.750    161.2468     -78.0130     24.5330     22.3004      20.8989      242.5080      2.5200       28.2660   
2570.875    158.5476     -78.0780     24.5330     22.6877      21.1124      241.9380      2.5190       27.9090   
2571.000    157.7261     -78.1180     24.5330     24.0791      22.2235      240.3080      2.5210       27.6270   
2571.125    156.6699     -78.1310     24.5330     26.4905      24.1571      238.3080      2.5350       27.6680   
2571.250    154.7922     -78.1270     24.5100     28.7058      25.8838      236.5690      2.5630       27.9990   
2571.375    155.6137     -78.1090     24.5330     30.8094      27.5258      235.2620      2.5780       28.3010   
2571.500    157.6088     -78.0770     24.5330     31.8866      28.5079      233.7850      2.5920       28.3270   
2571.625    159.1344     -78.0200     24.5570     32.7773      29.5590      231.7080      2.5870       27.8600   
2571.750    154.3228     -77.9280     24.5570     34.1591      31.0017      228.7690      2.5460       27.9260   
2571.875    149.6335     -77.1890     24.8500     31.6070      28.2652      230.4770      2.5220       28.1030   
2572.000    147.0450     -76.2490     25.3630     27.1132      25.9965      232.6150      2.4620       29.5910   
2572.125    145.0517     -75.1680     25.7330     25.6527      23.5643      237.6460      2.4310       31.5110   
2572.250    161.0121     -75.1620     26.0280     23.1996      21.0636      238.5920      2.4230       34.6180   
2572.375    172.2783     -75.2370     26.1100     22.3136      22.1475      237.5230      2.4150       36.7090   
2572.500    174.1559     -75.3780     25.5570     24.0161      23.9086      234.6080      2.4620       37.3130   
2572.625    173.6865     -75.5680     24.7570     25.6550      25.7026      231.9540      2.5270       37.3970   
2572.750    173.2171     -75.7860     24.2150     27.3104      27.6190      229.8310      2.5580       37.6000   
2572.875    175.4469     -76.0110     24.2390     28.0757      28.5970      229.7230      2.5650       38.3950   
2573.000    179.7890     -76.2370     24.2630     28.1063      28.8070      229.4310      2.5580       39.0680   
2573.125    181.7841     -76.4570     24.2390     27.6988      28.5019      229.7230      2.5520       39.6880   
2573.250    181.4320     -76.6600     24.2270     27.1526      28.0586      229.6920      2.5540       40.5400   
2573.375    176.6204     -76.8530     24.2270     26.8783      27.9061      229.2920      2.5550       40.9300   
2573.500    169.2270     -77.0510     24.2270     27.0784      28.2674      228.4310      2.5490       40.7560   
2573.625    162.7724     -77.2460     24.2150     27.8195      29.0894      227.3230      2.5470       40.1760   
2573.750    158.7823     -77.4130     24.2150     29.2132      30.5199      225.9850      2.5420       38.7940   
2573.875    163.9460     -77.5520     24.2150     30.5641      31.9381      224.4310      2.5360       36.3550   
2574.000    171.2221     -77.6670     24.2150     32.3226      33.8290      222.7380      2.5380       33.9630   
2574.125    180.6105     -77.7480     24.2150     34.2839      35.8801      221.1540      2.5430       31.8190   
2574.250    185.5394     -77.7970     24.2390     36.8339      38.5380      219.5080      2.5460       30.0240   
2574.375    184.0138     -77.8210     24.2390     38.6019      40.5102      217.8150      2.5440       29.0370   
2574.500    178.7328     -77.8140     24.2390     40.7513      43.0749      215.8770      2.5450       28.5860   
2574.625    168.5229     -77.7720     24.2390     44.0482      46.8306      213.6000      2.5410       28.2080   
2574.750    157.4914     -77.7160     24.2510     50.0636      53.2853      210.8460      2.5460       27.6020   
2574.875    149.1592     -77.6540     24.2270     56.3058      59.5928      207.9540      2.5600       26.8500   
2575.000    142.5872     -77.5960     24.2150     63.2299      66.4702      205.6000      2.5660       25.8790   
2575.125    141.1790     -77.5470     24.2150     67.5413      71.1733      204.6920      2.5800       24.8710   
2575.250    142.8220     -77.5260     24.2390     68.5443      73.0590      205.7080      2.5910       24.2380   
2575.375    149.2765     -77.5390     24.2270     64.5267      69.5257      208.7080      2.5960       24.1950   
2575.500    160.5427     -77.5820     24.2150     55.7666      60.7616      213.3230      2.6070       24.7170   
2575.625    168.0534     -77.6480     24.2150     48.2722      53.0904      218.6000      2.6130       25.7500   
2575.750    174.5080     -77.7360     24.2150     42.1233      46.7899      223.5230      2.6210       26.8660   
2575.875    179.0849     -77.8340     24.2150     38.8865      43.4857      227.2610      2.6410       27.6570   
2576.000    183.6618     -77.9430     24.2040     37.0035      41.5783      229.6770      2.6550       28.2890   
2576.125    187.6519     -78.0560     24.2270     36.5868      41.1470      230.8770      2.6600       28.3260   
2576.250    186.7130     -78.1710     24.2270     36.9006      41.4816      231.2150      2.6640       28.2000   
2576.375    184.2486     -78.2890     24.2270     37.5138      42.2242      230.9380      2.6510       27.9240   
2576.500    178.4981     -78.4040     24.2150     38.4358      43.4398      230.5380      2.6530       27.6650   
2576.625    173.6865     -78.4980     24.2270     39.4937      44.8091      229.9850      2.6380       27.7890   
2576.750    168.2882     -78.5800     24.2150     41.1421      46.8027      228.7690      2.6310       27.6670   
2576.875    164.6501     -78.6720     24.2040     42.9503      48.8419      226.3690      2.6220       27.1030   
2577.000    159.1344     -78.7980     24.2150     46.4545      52.6357      222.7080      2.6100       25.8170   
2577.125    153.5013     -78.9670     24.2150     51.8136      58.4328      217.8460      2.6030       24.2190   
2577.250    146.4600     -79.1800     24.2150     61.5059      68.8564      212.1850      2.5970       21.7740   
2577.375    141.8831     -79.4280     24.2040     72.4919      80.4839      206.5690      2.5860       19.6210   
2577.500    138.4798     -79.7040     24.2270     86.0909      94.5504      202.0920      2.5830       17.8020   
2577.625    137.0715     -79.9950     24.2270     95.6759      104.085      199.10805     2.5800       16.6920   
2577.750    134.2550     -80.2960     24.2390     102.8246     110.600      197.49206     2.5760       16.0180   
2577.875    129.9128     -80.6060     24.2390     106.1562     113.041      197.47709     2.5730       16.3350   
2578.000    127.5657     -80.9230     24.2740     104.4342     110.147      199.13800     2.5700       16.9760   
2578.125    130.7343     -81.2520     24.3680     94.4710      99.2660      201.8620      2.5570       18.2350   
2578.250    137.0715     -81.6020     24.4860     75.8085      79.7968      205.3690      2.5460       19.6800   
2578.375    141.8831     -81.9810     24.5920     61.1391      64.6683      209.4460      2.5250       20.8740   
2578.500    139.8881     -82.3870     24.7330     49.7573      53.0029      213.0920      2.5070       21.5090   
2578.625    133.5508     -82.8010     24.8390     42.9347      46.1222      215.7080      2.4930       21.9070   
2578.750    125.1012     -83.1580     24.9690     36.9758      40.2639      217.3540      2.4780       22.0410   
2578.875    119.1161     -83.3960     24.9800     33.7358      37.2247      218.1850      2.4730       22.1330   
2579.000    117.2384     -83.4960     24.9800     31.6872      35.4518      218.3690      2.4820       22.4200   
2579.125    117.2384     -83.4830     24.9570     30.6872      34.6353      218.4000      2.4830       22.5710   
2579.250    116.1822     -83.3830     24.9570     29.6920      33.7236      218.4770      2.4860       22.5110   
2579.375    111.7227     -83.2720     24.9920     28.8006      32.7920      218.6770      2.4890       22.1140   
2579.500    106.3243     -83.2120     24.9920     27.6889      31.5435      218.9080      2.4860       21.6370   
2579.625    102.5689     -83.2120     24.9920     26.8251      30.5380      219.0610      2.4830       21.1780   
2579.750    100.8086     -83.2380     24.9800     26.1783      29.7102      219.0610      2.4840       20.8310   
2579.875    101.0433     -83.2720     25.0040     26.1135      29.4409      218.8920      2.4830       20.6180   
2580.000    101.7474     -83.2820     24.9800     26.7210      29.7971      218.3690      2.4950       20.5250   
2580.125    102.0995     -83.2520     24.9690     27.7908      30.7345      217.4770      2.4950       20.7440   
2580.250    105.3855     -83.1860     24.9690     29.7358      32.6104      216.2920      2.5040       21.1940   
2580.375    108.2020     -83.0900     24.9690     32.1090      34.8892      214.8460      2.5100       22.0390   
2580.500    116.1822     -82.9570     24.9570     36.0352      38.6189      213.0610      2.5220       22.3380   
2580.625    120.6417     -82.7930     24.9330     40.7132      43.1042      210.8770      2.5340       22.3260   
2580.750    124.5145     -82.6150     24.9570     47.1347      49.3421      208.5380      2.5480       21.6770   
2580.875    123.6930     -82.4460     24.9570     52.4151      54.5390      206.4310      2.5580       20.7590   
2581.000    118.6467     -82.3060     24.9570     56.4508      58.5747      205.0460      2.5590       19.8000   
2581.125    113.3657     -82.2260     24.9570     56.7425      58.9251      204.7690      2.5550       19.7200   
2581.250    105.6202     -82.2110     24.9920     53.2102      55.4475      205.9850      2.5500       20.0020   
2581.375    102.5689     -82.2590     24.9920     47.9815      50.1729      208.3230      2.5460       20.8080   
2581.500    99.6350      -82.3480     24.9920     41.3529      43.3947      211.1690      2.5270       21.4590   
2581.625    101.0433     -82.4510     24.9690     36.7218      38.6504      213.7080      2.5080       21.7080   
2581.750    100.9259     -82.5390     24.9800     33.4766      35.3973      215.3850      2.4940       21.4320   
2581.875    101.0433     -82.5860     24.9570     32.2397      34.2997      215.8920      2.4860       20.7310   
2582.000    99.5177      -82.5660     24.9690     32.2018      34.5219      215.4620      2.4870       20.0120   
2582.125    97.9921      -82.4680     24.9800     33.1684      35.6614      214.5230      2.4850       19.5900   
2582.250    97.9921      -82.2990     24.9690     34.8728      37.4834      213.5850      2.4860       19.4440   
2582.375    97.9921      -82.0850     24.9450     36.2767      39.0159      212.8770      2.4800       19.6130   
2582.500    100.3392     -81.8740     24.9330     37.3436      40.2765      212.4770      2.4720       20.0710   
2582.625    100.6912     -81.6920     24.9450     37.6716      40.7225      212.4310      2.4780       20.3690   
2582.750    100.6912     -81.5420     24.9330     37.4761      40.5546      212.5540      2.4840       20.5700   
2582.875    99.1656      -81.4140     24.9210     37.0468      40.0706      212.4620      2.4940       20.7460   
2583.000    97.8747      -81.2920     24.9210     36.7807      39.7147      211.8770      2.5010       20.5190   
2583.125    99.7524      -81.1240     24.9100     37.2147      40.1175      210.6310      2.5090       20.3270   
2583.250    100.9259     -80.8950     24.8160     39.3480      42.3068      208.3690      2.5150       19.8880   
2583.375    101.7474     -80.6100     24.7100     43.2093      46.2771      205.1690      2.5270       19.1730   
2583.500    99.0483      -80.2860     24.6270     50.4459      53.6661      201.4770      2.5490       18.2840   
2583.625    95.8797      -79.9440     24.6160     58.8151      62.1466      197.8770      2.5590       17.6640   
2583.750    95.2929      -79.6190     24.6040     69.9082      73.3643      194.8310      2.5670       16.9690   
2583.875    94.9408      -79.3240     24.6160     79.1901      82.8117      192.6770      2.5750       16.4400   
2584.000    92.4764      -79.0670     24.6160     88.2097      92.0847      191.4460      2.5750       16.1180   
2584.125    88.3689      -78.8550     24.6040     93.7694      97.8388      191.1080      2.5650       15.9970   
2584.250    84.8482      -78.6910     24.5680     96.8069      101.004      191.61504     2.5580       16.3120   
2584.375    87.8995      -78.5670     24.5570     95.8981      100.102      192.87700     2.5470       16.9850   
2584.500    93.7673      -78.4730     24.5570     91.1662      95.2514      194.7380      2.5370       18.1390   
2584.625    103.7425     -78.4020     24.5570     85.0671      88.9546      196.9850      2.5230       19.5140   
2584.750    112.0747     -78.3380     24.5680     77.9153      81.6724      199.1850      2.5170       20.9160   
2584.875    118.0599     -78.2800     24.5920     73.6683      77.6603      201.0150      2.5130       21.9890   
2585.000    119.1161     -78.2250     24.6160     71.5766      76.1244      202.6150      2.5110       23.0390   
2585.125    117.5905     -78.1820     24.6160     71.1801      76.0276      204.3540      2.5150       23.9300   
2585.250    120.4070     -78.1440     24.6160     69.8474      74.6679      206.4620      2.5230       24.8970   
2585.375    127.6831     -78.1140     24.6160     65.8042      70.4774      209.0310      2.5310       25.8940   
2585.500    140.7096     -78.0860     24.5920     58.1578      62.7343      211.8460      2.5460       27.1540   
2585.625    151.9757     -78.0560     24.5680     51.8333      56.4758      214.1380      2.5580       28.1320   
2585.750    158.8997     -78.0240     24.5680     47.2318      52.0978      215.2460      2.5710       28.8220   
2585.875    159.1344     -77.9960     24.5680     46.1538      51.2183      215.0610      2.5780       29.1830   
2586.000    156.0832     -77.9620     24.5680     47.7357      53.0365      213.8920      2.5820       29.2490   
2586.125    151.8584     -77.9000     24.5570     50.3912      56.0132      212.2150      2.5810       28.9030   
2586.250    147.9856     -77.8040     24.5920     53.5449      59.6057      210.5540      2.5810       28.5220   
2586.375    142.1178     -77.6780     24.5920     55.5525      61.8343      209.4150      2.5820       27.8350   
2586.500    138.8319     -77.5340     24.5920     55.8855      62.1119      209.1380      2.5820       27.3890   
2586.625    139.8881     -77.3930     24.5800     53.6524      59.6029      210.0000      2.5850       27.4760   
2586.750    152.0930     -77.2700     24.6040     48.7265      54.1707      211.9850      2.5840       28.5640   
2586.875    167.9361     -77.1760     24.6270     44.1061      49.0234      214.8770      2.5810       30.1130   
2587.000    190.5858     -77.1160     24.6270     39.8365      44.1842      218.0460      2.5700       31.5190   
2587.125    212.7660     -77.0980     24.6270     37.5857      41.6160      220.5850      2.5620       32.3530   
2587.250    234.3595     -77.1220     24.6160     37.3761      41.3363      221.6150      2.5560       32.1540   
2587.375    248.0901     -77.2070     24.6040     39.8131      43.9677      220.8000      2.5500       30.7190   
2587.500    252.4323     -77.3640     24.5800     44.9686      49.5035      218.2610      2.5550       28.3690   
2587.625    244.9215     -77.5960     24.5570     49.8722      54.6825      214.8000      2.5500       25.8860   
2587.750    218.7512     -77.8940     24.5680     54.1071      59.0682      211.3080      2.5470       23.5900   
2587.875    187.0651     -78.2330     24.5680     55.3235      60.3062      208.2920      2.5450       21.4390   
2588.000    151.3889     -78.5650     24.5800     54.2726      59.1994      205.9230      2.5280       19.5980   
2588.125    128.5045     -78.8340     24.5800     52.8391      57.6671      204.2460      2.5250       18.2410   
2588.250    110.0797     -78.9820     24.5800     51.8941      56.6190      203.0620      2.5240       17.5270   
2588.375    101.9822     -78.9640     24.5800     51.8577      56.5778      202.2000      2.5240       17.2020   
2588.500    97.2879      -78.7760     24.5920     52.6618      57.4858      201.7080      2.5280       17.6750   
2588.625    127.6831     -72.1290     28.8990     12.6958      13.1801      246.9850      2.1690       29.9620   
2588.750    128.9740     -72.4510     27.3340     13.6683      14.0875      244.2310      2.1920       29.7530   
2588.875    129.4434     -72.7340     25.7330     13.7318      14.1671      245.5230      2.1800       30.2900   
2589.000    130.0302     -72.9600     25.1450     13.5312      13.9847      247.4610      2.1410       31.1250   
2589.125    128.3872     -73.1080     25.0740     13.3737      13.8348      247.8080      2.0830       31.5500   
2589.250    131.4384     -73.2020     25.7800     13.1219      13.6288      247.3230      1.9940       31.1380   
2589.375    135.7806     -73.2270     26.1450     12.8428      13.4232      247.9620      1.8910       30.2720   
2589.500    140.7095     -73.1850     26.8630     12.9924      13.5694      251.6920      1.8460       29.5270   
2589.625    142.2352     -73.0930     27.4160     13.2820      13.7752      260.3850      1.8080       29.7280   
2589.750    140.4749     -72.9580     28.1220     12.8171      13.2511      275.5460      1.7860       32.8820   
2589.875    137.1889     -72.7790     28.2630     11.3654      11.8460      294.2920      1.7410       38.1410   
2590.000    133.0814     -72.6010     28.5220     10.0541      10.7218      310.1770      1.7140       44.5580   
2590.125    130.3822     -72.4820     30.1230     9.0493       10.0382      316.2610      1.6920       50.0650   
2590.250    129.3260     -72.4490     31.5700     8.7019       9.9166       310.7230      1.6690       53.1830   
2590.375    129.2087     -72.5180     34.1000     9.0540       10.3264      294.8000      1.6700       53.3240   
2590.500    131.9079     -72.7000     35.8880     10.1446      11.2371      273.6000      1.7170       50.5400   
2590.625    134.1376     -72.9820     37.5830     11.9727      12.7276      253.8310      1.7860       46.2140   
2590.750    137.3062     -73.3260     36.5240     13.4079      13.9974      241.4000      1.8620       41.9570   
2590.875    136.3674     -73.7000     35.0180     14.4899      15.1166      236.7080      1.9950       38.1520   
2591.000    135.5459     -74.0680     34.0290     14.9540      15.6869      236.7690      2.0790       34.2820   
2591.125    136.4847     -74.4180     33.7350     15.2246      16.0468      238.4620      2.1720       31.5210   
2591.250    141.6484     -74.7390     32.7580     15.5266      16.3633      239.7850      2.3150       29.4970   
2591.375    150.2154     -75.0190     29.5110     16.1062      16.8929      240.0770      2.4210       28.0560   
2591.500    155.8484     -75.2540     26.6980     16.6821      17.4087      239.6000      2.4660       27.6360   
2591.625    157.4914     -75.4610     24.6160     17.2936      17.9554      238.9850      2.5270       27.5000   
2591.750    154.7922     -75.6390     24.5570     17.6853      18.2882      238.3540      2.5300       27.4050   
2591.875    151.1542     -75.7840     24.5570     17.9908      18.5288      238.0310      2.5130       26.7680   
2592.000    150.8022     -75.9010     24.5450     18.2077      18.7101      239.2150      2.4890       26.0570   
2592.125    152.6798     -75.9870     24.5800     18.2446      18.7066      243.8150      2.4520       26.2230   
2592.250    156.9046     -76.0360     24.6160     17.7958      18.1781      252.2610      2.3790       28.3750   
2592.375    159.9559     -76.0430     24.6740     16.4193      16.7025      263.0460      2.2880       31.5320   
2592.500    158.0782     -76.0190     24.7100     14.4274      14.7257      273.9690      2.0790       34.9130   
2592.625    152.7972     -75.9830     24.9100     11.8480      12.2525      281.7230      2.0280       37.6760   
2592.750    147.9856     -75.9740     25.5690     10.3886      10.8183      282.4150      2.0090       38.1760   
2592.875    146.9294     -76.0170     27.4160     10.2021      10.5342      276.5690      2.0000       36.8110   
2593.000    147.7509     -76.1190     28.0630     11.1937      11.4099      267.2610      2.0600       34.7160   
2593.125    144.5823     -76.2690     28.1220     13.0396      13.1681      256.8610      2.1640       32.2460   
2593.250    137.0715     -76.4420     26.8510     14.5191      14.6461      247.0770      2.2750       30.4140   
2593.375    128.6219     -76.6090     26.4160     16.0093      16.1587      239.6150      2.3490       29.3590   
2593.500    121.4632     -76.7540     25.9920     17.6283      17.7056      233.8920      2.4530       27.8680   
2593.625    119.1161     -76.8700     25.6980     19.9774      19.8592      228.9380      2.4800       26.1560   
2593.750    120.7591     -76.9550     25.6160     21.9206      21.6453      224.5690      2.5100       24.7050   
2593.875    128.1525     -77.0000     25.6270     23.3794      22.9961      221.0150      2.4970       23.6290   
2594.000    136.6021     -76.9790     25.6270     23.4676      23.0318      218.7380      2.4640       24.2090   
2594.125    146.6947     -76.8720     25.7330     22.0732      21.5946      218.8620      2.3520       25.8080   
2594.250    151.7410     -76.6820     26.0160     19.8815      19.3704      223.8460      2.2500       29.9090   
2594.375    152.5625     -76.4250     26.6870     16.7294      16.1771      234.9690      2.1220       35.4300   
2594.500    147.6335     -76.1190     28.2990     13.9595      13.3710      253.0150      2.0250       42.7960   
2594.625    138.5972     -75.7800     30.4050     11.1789      10.5782      278.0770      1.9440       49.7820   
2594.750    131.2037     -75.4250     32.8410     9.4219       8.8747       307.1230      1.8790       58.0020   
2594.875    125.1012     -75.0660     35.6770     8.1341       7.7122       332.5850      1.8620       63.4950   
2595.000    125.2186     -74.7110     38.4890     7.4834       7.1700       349.3230      1.8470       67.2900   
2595.125    127.5657     -74.3620     39.8070     7.0811       6.8742       355.2920      1.8490       66.9170   
2595.250    131.0864     -74.0310     38.6420     7.0215       6.9145       350.4920      1.8110       65.2190   
2595.375    131.5558     -73.7300     35.5940     7.1850       7.1935       336.6150      1.7660       61.1390   
2595.500    130.4996     -73.4650     33.1700     7.4169       7.4846       318.3230      1.7660       56.9540   
2595.625    127.6831     -73.2440     31.8170     7.7214       7.7936       299.3230      1.7680       53.9420   
2595.750    126.1574     -73.0780     31.3350     8.0252       8.0624       282.2610      1.7880       52.5360   
2595.875    124.5145     -72.9640     31.6410     8.3788       8.3460       269.0460      1.8090       50.8350   
2596.000    124.5145     -72.8880     32.1350     8.6025       8.4888       261.4920      1.7870       49.9250   
2596.125    125.9227     -72.8230     34.0290     8.6889       8.4618       260.9690      1.7660       50.2030   
2596.250    128.2698     -72.7420     35.5710     8.5868       8.2490       267.5690      1.7490       49.7510   
2596.375    131.4384     -72.6400     36.5470     8.3233       7.8680       278.0610      1.7560       52.2160   
2596.500    132.4946     -72.5370     36.2060     8.0789       7.5646       287.3690      1.7890       55.4320   
2596.625    130.4996     -72.4520     35.1120     7.9539       7.4221       290.9690      1.8220       56.4170   
2596.750    126.8616     -72.4000     34.8880     8.1127       7.5810       286.1230      1.8440       54.1710   
2596.875    122.2847     -72.4000     34.8650     8.7264       8.1707       272.9540      1.8490       50.8780   
2597.000    121.2285     -72.4620     35.5470     9.6434       9.0211       255.0620      1.8550       43.7830   
2597.125    122.5194     -72.5650     36.3830     11.0422      10.2907      238.0150      1.8590       36.9950   
2597.250    126.0401     -72.6890     37.2180     12.3363      11.4577      227.8000      1.8560       33.5210   
2597.375    129.5607     -72.8210     37.6300     13.3979      12.4326      227.1850      1.8380       35.2790   
2597.500    128.3872     -72.9220     37.1830     13.3917      12.4811      235.1920      1.8160       39.6230   
2597.625    123.1062     -72.9580     37.0890     12.3314      11.6187      247.6920      1.7860       48.9460   
2597.750    116.7690     -72.9330     37.6650     11.0717      10.5466      260.5460      1.7630       57.0410   
2597.875    116.7690     -72.9330     37.6650     11.0717      10.5466      260.5460      1.7630       57.0410   
2598.000    114.1871     -72.8600     39.6540     9.8428       9.4674       268.6920      1.7310       60.8700   
2598.125    114.8913     -72.7570     41.9130     9.2799       8.9546       269.0610      1.6820       60.4750   
2598.250    116.5343     -72.6550     43.5720     9.3647       9.0155       261.0690      1.5810       55.9780   
2598.375    117.7078     -72.5910     42.9490     10.0069      9.5968       251.0000      1.5340       47.5490   
2598.500    117.9425     -72.5650     39.9360     11.0878      10.6176      243.7310      1.5170       40.9650   
2598.625    117.9425     -72.5650     34.7940     11.9363      11.4691      242.0000      1.5160       38.3430   
2598.750    115.5954     -72.5950     30.0050     12.3218      11.9419      245.1000      1.5170       38.5240   
2598.875    114.7739     -72.6460     27.1690     11.8361      11.5837      252.7690      1.5240       41.5140   
2599.000    114.0698     -72.6910     27.6630     10.5637      10.4621      260.7000      1.5310       45.9710   
2599.125    116.1822     -72.7290     30.2170     9.4829       9.4554       265.0310      1.5350       49.7420   
2599.250    119.8202     -72.7890     31.5110     8.8175       8.7933       264.9850      1.6000       50.7150   
2599.375    124.7492     -72.8700     30.5930     8.8939       8.8340       261.9310      1.6730       48.3450   
2599.500    127.2136     -72.9790     28.3810     9.6811       9.5288       257.7230      1.8000       45.1190   
2599.625    127.8004     -73.1230     27.7340     10.7461      10.4298      251.5770      1.9130       40.0640   
2599.750    126.8616     -73.3060     28.4050     12.2480      11.7801      245.0770      2.0630       33.9410   
2599.875    126.7442     -73.4840     27.1340     13.7146      13.3697      238.4460      2.1580       29.1000   
2600.000    127.2137     -73.6340     25.4270     15.6125      15.6934      232.6000      2.1530       25.1640   
2600.125    126.9789     -73.7340     23.5330     17.4141      17.8663      226.9080      2.1450       21.5470   
2600.250    123.4583     -73.7810     23.4980     19.6734      20.3601      223.3540      2.1710       18.8250   
2600.375    121.6979     -73.7790     23.4860     21.6705      22.3585      221.8310      2.2400       17.5690   
2600.500    118.5293     -73.7450     23.4860     23.1055      23.6422      222.1540      2.3980       17.7270   
2600.625    120.2896     -73.6940     23.4860     22.4016      22.8100      224.0920      2.4810       19.2380   
2600.750    121.6979     -73.6590     23.4860     19.6191      19.9580      227.1380      2.5360       21.0890   
2600.875    127.0963     -73.6630     23.4860     17.0992      17.4159      230.1540      2.5530       22.6540   
2601.000    132.0252     -73.7000     23.4860     15.1353      15.4402      231.8150      2.5510       23.7960   
2601.125    138.0104     -73.7550     23.4860     14.1993      14.4998      231.6150      2.5610       24.1370   
2601.250    139.0666     -73.8340     23.4860     13.9144      14.2192      229.8150      2.5680       23.9110   
2601.375    138.0104     -73.9110     23.4860     14.3675      14.6939      227.1080      2.5790       22.8050   
2601.500    130.0302     -73.9670     23.4860     15.8516      16.1606      224.0770      2.5920       21.2980   
2601.625    122.5194     -73.9970     23.4860     18.1192      18.2852      221.1380      2.5840       19.4640   
2601.750    111.7227     -74.0080     23.4860     21.2793      21.3005      218.8620      2.5700       17.6640   
2601.875    103.5078     -73.9800     23.4740     23.4202      23.6488      217.4620      2.5500       16.3770   
2602.000    97.7574      -73.9290     23.4620     24.5710      25.3735      217.2000      2.5290       16.2150   
2602.125    97.7574      -73.8670     23.4620     24.5312      25.7272      218.1540      2.5090       16.3260   
2602.250    100.9260     -73.8050     23.4740     23.5738      24.9210      220.5230      2.4850       17.1640   
2602.375    106.0896     -73.7380     23.4860     22.0057      23.3565      223.4460      2.4740       18.0480   
2602.500    111.0186     -73.6630     23.4860     19.7703      21.1049      226.2150      2.4580       18.8360   
2602.625    113.6004     -73.5740     23.4860     18.0585      19.3881      227.8770      2.4200       19.1150   
2602.750    113.6004     -73.4730     23.4740     17.7257      19.0532      227.8150      2.3920       19.1440   
2602.875    110.3144     -73.3810     23.4740     18.7293      20.0172      225.5230      2.3630       18.4080   
2603.000    106.9111     -73.3300     23.4740     20.0501      21.2314      222.8310      2.3720       17.6000   
2603.125    104.4466     -73.3340     23.4860     21.3224      22.3097      221.0310      2.4060       17.1380   
2603.250    107.3805     -73.3880     23.4860     21.5881      22.4035      220.7690      2.4500       17.6230   
2603.375    113.9525     -73.4710     23.4980     20.7419      21.4467      221.7540      2.4870       18.4810   
2603.500    124.2797     -73.5550     23.4980     19.3705      20.1281      223.3690      2.5250       19.2230   
2603.625    128.5045     -73.6160     23.4860     17.9772      18.9256      223.7230      2.5330       19.4440   
